Categoria,Categoria_num,COD. ESTADO,UF,ESTADO,c3.0.00.00.00.00,c3.1.00.00.00.00,c3.1.30.00.00.00,c3.1.35.00.00.00,c3.1.36.00.00.00,c3.1.45.00.00.00,c3.1.46.00.00.00,c3.1.70.00.00.00,c3.1.71.00.00.00,c3.1.73.00.00.00,c3.1.74.00.00.00,c3.1.75.00.00.00,c3.1.76.00.00.00,c3.1.90.00.00.00,c3.1.90.01.00.00,c3.1.90.03.00.00,c3.1.90.04.00.00,c3.1.90.04.01.00,c3.1.90.04.99.00,c3.1.90.05.00.00,c3.1.90.07.00.00,c3.1.90.11.00.00,c3.1.90.11.01.00,c3.1.90.11.99.00,c3.1.90.12.00.00,c3.1.90.13.00.00,c3.1.90.16.00.00,c3.1.90.17.00.00,c3.1.90.91.00.00,c3.1.90.92.00.00,c3.1.90.92.01.00,c3.1.90.92.03.00,c3.1.90.92.04.00,c3.1.90.92.05.00,c3.1.90.92.07.00,c3.1.90.92.11.00,c3.1.90.92.12.00,c3.1.90.92.13.00,c3.1.90.92.16.00,c3.1.90.92.17.00,c3.1.90.92.91.00,c3.1.90.92.94.00,c3.1.90.92.96.00,c3.1.90.92.99.00,c3.1.90.94.00.00,c3.1.90.94.01.00,c3.1.90.94.02.00,c3.1.90.94.03.00,c3.1.90.94.04.00,c3.1.90.94.06.00,c3.1.90.94.13.00,c3.1.90.94.99.00,c3.1.90.96.00.00,c3.1.90.99.00.00,c3.1.91.00.00.00,c3.1.91.04.00.00,c3.1.91.13.00.00,c3.1.91.91.00.00,c3.1.91.94.00.00,c3.1.91.96.00.00,c3.1.91.99.00.00,c3.1.95.00.00.00,c3.1.96.00.00.00,c3.1.99.00.00.00,c3.2.00.00.00.00,c3.2.71.00.00.00,c3.2.73.00.00.00,c3.2.74.00.00.00,c3.2.90.00.00.00,c3.2.95.00.00.00,c3.2.96.00.00.00,c3.2.99.00.00.00,c3.3.00.00.00.00,c3.3.20.00.00.00,c3.3.30.00.00.00,c3.3.30.30.00.00,c3.3.30.30.01.00,c3.3.30.30.99.00,c3.3.30.99.00.00,c3.3.31.00.00.00,c3.3.32.00.00.00,c3.3.35.00.00.00,c3.3.36.00.00.00,c3.3.40.00.00.00,c3.3.40.30.00.00,c3.3.40.30.01.00,c3.3.40.30.99.00,c3.3.40.41.00.00,c3.3.40.81.00.00,c3.3.40.81.51.00,c3.3.40.81.52.00,c3.3.40.81.53.00,c3.3.40.81.54.00,c3.3.40.81.99.00,c3.3.40.91.00.00,c3.3.40.92.00.00,c3.3.40.93.00.00,c3.3.40.99.00.00,c3.3.41.00.00.00,c3.3.41.41.00.00,c3.3.41.92.00.00,c3.3.41.99.00.00,c3.3.42.00.00.00,c3.3.45.00.00.00,c3.3.46.00.00.00,c3.3.50.00.00.00,c3.3.50.39.00.00,c3.3.50.39.36.00,c3.3.50.39.36.01,c3.3.50.39.36.02,c3.3.50.39.36.03,c3.3.50.39.36.99,c3.3.50.39.50.00,c3.3.50.41.00.00,c3.3.50.43.00.00,c3.3.50.99.00.00,c3.3.60.00.00.00,c3.3.70.00.00.00,c3.3.71.00.00.00,c3.3.72.00.00.00,c3.3.73.00.00.00,c3.3.74.00.00.00,c3.3.75.00.00.00,c3.3.76.00.00.00,c3.3.90.00.00.00,c3.3.90.04.00.00,c3.3.90.04.01.00,c3.3.90.04.01.99,c3.3.90.04.99.00,c3.3.90.08.00.00,c3.3.90.14.00.00,c3.3.90.15.00.00,c3.3.90.18.00.00,c3.3.90.19.00.00,c3.3.90.20.00.00,c3.3.90.30.00.00,c3.3.90.30.01.00,c3.3.90.30.09.00,c3.3.90.30.09.01,c3.3.90.30.09.02,c3.3.90.30.10.00,c3.3.90.30.11.00,c3.3.90.30.16.00,c3.3.90.30.17.00,c3.3.90.30.20.00,c3.3.90.30.21.00,c3.3.90.30.23.00,c3.3.90.30.28.00,c3.3.90.30.35.00,c3.3.90.30.36.00,c3.3.90.30.36.01,c3.3.90.30.36.02,c3.3.90.30.39.00,c3.3.90.30.99.00,c3.3.90.31.00.00,c3.3.90.32.00.00,c3.3.90.33.00.00,c3.3.90.34.00.00,c3.3.90.34.01.00,c3.3.90.35.00.00,c3.3.90.36.00.00,c3.3.90.36.08.00,c3.3.90.36.30.00,c3.3.90.36.99.00,c3.3.90.37.00.00,c3.3.90.38.00.00,c3.3.90.39.00.00,c3.3.90.39.17.00,c3.3.90.39.43.00,c3.3.90.39.44.00,c3.3.90.39.47.00,c3.3.90.39.50.00,c3.3.90.39.50.01,c3.3.90.39.50.02,c3.3.90.39.50.99,c3.3.90.39.99.00,c3.3.90.41.00.00,c3.3.90.46.00.00,c3.3.90.47.00.00,c3.3.90.48.00.00,c3.3.90.48.06.00,c3.3.90.48.07.00,c3.3.90.48.99.00,c3.3.90.49.00.00,c3.3.90.67.00.00,c3.3.90.83.00.00,c3.3.90.91.00.00,c3.3.90.92.00.00,c3.3.90.93.00.00,c3.3.90.95.00.00,c3.3.90.96.00.00,c3.3.90.99.00.00,c3.3.91.00.00.00,c3.3.91.04.00.00,c3.3.91.30.00.00,c3.3.91.30.09.00,c3.3.91.30.10.00,c3.3.91.30.35.00,c3.3.91.30.36.00,c3.3.91.30.99.00,c3.3.91.32.00.00,c3.3.91.39.00.00,c3.3.91.39.17.00,c3.3.91.39.50.00,c3.3.91.47.00.00,c3.3.91.91.00.00,c3.3.91.92.00.00,c3.3.91.93.00.00,c3.3.91.96.00.00,c3.3.91.97.00.00,c3.3.91.99.00.00,c3.3.93.00.00.00,c3.3.93.30.00.00,c3.3.93.32.00.00,c3.3.93.39.00.00,c3.3.94.00.00.00,c3.3.94.30.00.00,c3.3.94.32.00.00,c3.3.94.39.00.00,c3.3.95.00.00.00,c3.3.96.00.00.00,c3.3.99.00.00.00,c4.0.00.00.00.00,c4.4.00.00.00.00,c4.4.20.00.00.00,c4.4.30.00.00.00,c4.4.31.00.00.00,c4.4.32.00.00.00,c4.4.35.00.00.00,c4.4.36.00.00.00,c4.4.40.00.00.00,c4.4.41.00.00.00,c4.4.42.00.00.00,c4.4.45.00.00.00,c4.4.46.00.00.00,c4.4.50.00.00.00,c4.4.70.00.00.00,c4.4.71.00.00.00,c4.4.72.00.00.00,c4.4.73.00.00.00,c4.4.74.00.00.00,c4.4.75.00.00.00,c4.4.76.00.00.00,c4.4.90.00.00.00,c4.4.90.04.00.00,c4.4.90.04.02.00,c4.4.90.04.08.00,c4.4.90.14.00.00,c4.4.90.15.00.00,c4.4.90.17.00.00,c4.4.90.18.00.00,c4.4.90.20.00.00,c4.4.90.30.00.00,c4.4.90.30.09.00,c4.4.90.30.10.00,c4.4.90.30.35.00,c4.4.90.30.36.00,c4.4.90.30.99.00,c4.4.90.33.00.00,c4.4.90.35.00.00,c4.4.90.36.00.00,c4.4.90.36.30.00,c4.4.90.36.99.00,c4.4.90.39.00.00,c4.4.90.47.00.00,c4.4.90.51.00.00,c4.4.90.52.00.00,c4.4.90.52.08.00,c4.4.90.52.99.00,c4.4.90.61.00.00,c4.4.90.91.00.00,c4.4.90.92.00.00,c4.4.90.93.00.00,c4.4.90.99.00.00,c4.4.91.00.00.00,c4.4.91.39.00.00,c4.4.91.51.00.00,c4.4.91.52.00.00,c4.4.91.52.08.00,c4.4.91.52.99.00,c4.4.91.91.00.00,c4.4.91.99.00.00,c4.4.95.00.00.00,c4.4.96.00.00.00,c4.4.99.00.00.00,c4.5.00.00.00.00,c4.5.20.00.00.00,c4.5.35.00.00.00,c4.5.36.00.00.00,c4.5.40.00.00.00,c4.5.42.00.00.00,c4.5.45.00.00.00,c4.5.46.00.00.00,c4.5.70.00.00.00,c4.5.71.00.00.00,c4.5.72.00.00.00,c4.5.73.00.00.00,c4.5.74.00.00.00,c4.5.90.00.00.00,c4.5.90.61.00.00,c4.5.90.62.00.00,c4.5.90.63.00.00,c4.5.90.64.00.00,c4.5.90.65.00.00,c4.5.90.66.00.00,c4.5.90.67.00.00,c4.5.90.82.00.00,c4.5.90.83.00.00,c4.5.90.91.00.00,c4.5.90.92.00.00,c4.5.90.93.00.00,c4.5.90.99.00.00,c4.5.91.00.00.00,c4.5.91.61.00.00,c4.5.91.91.00.00,c4.5.91.92.00.00,c4.5.91.99.00.00,c4.5.99.00.00.00,c4.6.00.00.00.00,c4.6.35.00.00.00,c4.6.36.00.00.00,c4.6.45.00.00.00,c4.6.46.00.00.00,c4.6.71.00.00.00,c4.6.73.00.00.00,c4.6.74.00.00.00,c4.6.90.00.00.00,c4.6.99.00.00.00,cACDO000001,cACDO000002,cACDO000003,cACDO000004,cACDO000005,cACDO000006,cACDO000007
Dotação Inicial,1,51,MT,Mato Grosso,575901364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575901364.0,,,,,,,,,,,211543866.0,,,,,,,,,,,,,,,211543866.0,211543866.0,,,,,,19512907.0,,,,,,,,,19512907.0,,1200000.0,,,,,,,,343644591.0,,,,,,1000000.0,,1500000.0,,,51028976.0,,,,,,,,,,,,,,,,,,51028976.0,,20000000.0,1500000.0,,,1712442.0,5500000.0,,,5500000.0,20000000.0,,172221406.0,,,,,,,,,172221406.0,200000.0,,1000000.0,31000000.0,,,31000000.0,,,,16095767.0,18286000.0,2600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70965945.0,70965945.0,,,,,,,250000.0,,,,,,,,,,,,,70715945.0,,,,,,,,,,,,,,,,,,,,,,40715945.0,30000000.0,,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646867309.0,,,,,,646867309.0
Dotação Inicial,1,50,MS,Mato Grosso do Sul,660235800.0,267861400.0,,,,,,,,,,,,267861400.0,,,,,,,,260541400.0,260541400.0,,,,120000.0,,7200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392374400.0,,,,,,,,,,,230757000.0,,,,5177600.0,,,,,,,,,,,225579400.0,225579400.0,,,,,,12153700.0,,,,,,,,12153700.0,,,,,,,,,,,149463700.0,,,,,27000.0,318000.0,,100000.0,,,37256000.0,,,,,,,51000.0,20000.0,,,,2500000.0,,34595000.0,,34595000.0,,90000.0,,2400000.0,209000.0,,,,472000.0,,,472000.0,,,103444100.0,,,,,14120000.0,14120000.0,,,89324100.0,,,,1250000.0,,,1250000.0,3603600.0,,,,,384000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30389200.0,30389200.0,,,,,,,6325000.0,,,,,2000000.0,,,,,,,,22064200.0,,,,,,,,,,,,,,,,,,,,,,19959200.0,2105000.0,1950000.0,155000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690625000.0,,,,,,690625000.0
Dotação Inicial,1,31,MG,Minas Gerais,3508616373.0,911811529.0,,,,,,,,,,,,800126477.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800126477.0,111685052.0,,,,,,111685052.0,,,,,,,,,,,,2596804844.0,,,,,,,,,,,982345255.0,,,,,,,,,,,,,,,982345255.0,,,982345255.0,,,,,,,,,,,,,,,,,,,,,,,1521034806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521034806.0,59134968.0,,,,,,,,,,,,,,,,,,59134968.0,,,,,,,,,,,34289815.0,166461549.0,166461549.0,,,,,,,,8500000.0,,,,,,,,,,,,84544347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84544347.0,,,,,,,,,,,73417202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3675077922.0,,,,,,3675077922.0
Dotação Inicial,1,15,PA,Pará,881117575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881117575.0,,,,,,,,,,,58832300.0,,,,1010000.0,,,,,,,,,,,57822300.0,,,57822300.0,,,,574528703.0,,,,,,,,,574528703.0,,,,,,,,,,247756572.0,,,,,,1404615.0,,,,,116155391.0,,,,,,,,,,,,,,,,,,116155391.0,,4723141.0,12243377.0,,,70000.0,9989645.0,,,9989645.0,25955173.0,,71923802.0,,,,,,,,,71923802.0,21429.0,,643855.0,4626144.0,,,4626144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38560000.0,38510000.0,,,,,,,6100000.0,,,,,,,,,,,,,32410000.0,,,,,,,,,,,,,,,,,,,,50000.0,,29020000.0,3340000.0,,3340000.0,,,,,,,,,,,,,,,,,50000.0,,,,,,,,,,,,,50000.0,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919677575.0,,,,,,919677575.0
Dotação Inicial,1,25,PB,Paraíba,520910742.0,1320000.0,,,,,,,,,,,,1320000.0,,,,,,,,1320000.0,,1320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519590742.0,,,,,,,,,,,43374534.0,,,,43374534.0,,,,,,,,,,,,,,,,,,22323974.0,,,,,,,,,22323974.0,,,,,,,,,,453672234.0,,,,,,506000.0,,,,,87698254.0,,,,,,,,,,,,,,,,,,87698254.0,,3000000.0,805000.0,,,2810200.0,105000.0,,,105000.0,,,356526980.0,,,,,,,,,356526980.0,,,220800.0,,,,,,,,1000000.0,,1000000.0,,,,220000.0,,,,,,,,,220000.0,220000.0,,,,,,,,,,,,,,,,,,,,67080576.0,67080576.0,,,,,,,22969772.0,,,,,,,,,,,,,44110804.0,,,,,,,,,,,,,,,,,,,,2747579.0,,24800000.0,16563225.0,,16563225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587991318.0,,,,,,587991318.0
Dotação Inicial,1,41,PR,Paraná,822022467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822022467.0,,,,,,,,,,,125373629.0,,,,,,,,,,,,,,,125373629.0,125373629.0,,,,,,7320000.0,,,,,,,,,7320000.0,,,,,,,,,,689328838.0,,,,,,75000.0,,,,,5753456.0,,,,,,650000.0,250000.0,,,,,,600000.0,,,,,4253456.0,,,,4586327.0,4586327.0,,400000.0,,,400000.0,4344540.0,,670501115.0,75000.0,,,,450000000.0,,,450000000.0,220426115.0,,,600000.0,,,,,,,,,3050400.0,,,,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42182723.0,42182723.0,,,,,,,,14000000.0,,,,27182723.0,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864205190.0,,,,,,864205190.0
Dotação Inicial,1,26,PE,Pernambuco,3033128200.01,1137721500.01,,,,,,,,,,,,1137293500.01,,,54527639.49,49250693.55,5276945.94,,,1042471394.31,866018965.68,176452428.63,39158356.56,1253.12,17036.99,,,105490.71,,,,,,,,,,,,,,105490.71,1012328.83,67466.18,,,,,,944862.65,,,,,,,,,,,,428000.0,,,,,,,,,1895406700.0,19500.0,,,,,,,,,,1972400.0,,,,,,,,,,,,,,,1972400.0,,,1972400.0,,,,620397800.0,,,,,,,,,576455593.08,43942206.92,,,,,,,,,966556000.0,,,,,420957.33,67492.4,,,,,192089942.57,2109.93,44334660.52,44334660.52,,290885.35,65797.11,1001316.48,141853.57,312814.43,102160.84,611387.13,19276109.66,12151583.26,89278145.71,,89278145.71,960.94,24520157.64,,10432793.93,3394856.63,,,,63472623.59,,3020056.09,60452567.5,50400290.58,,406101687.32,10899854.52,15260039.74,7045969.66,645.3,318149657.44,,,318149657.44,54745520.66,,,25311583.46,57746254.59,,,57746254.59,,14819.32,,,151765756.35,4828856.62,,,508085.31,306461000.0,,,,,,,,,303352503.93,,303352503.93,,,3108496.07,,,,,,,,,,,,,,,,2398400.0,2398400.0,,,,,,,,,,,,915000.0,,,,,,,,1483400.0,,,,,,,,,,,,,,,,,,,,,,67830.68,1415569.32,1398611.65,16957.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035526600.01,,237650900.0,,,,2797875700.01
Dotação Inicial,1,22,PI,Piauí,159808014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159808014.0,,,,,,,,,,,14050000.0,,,,14050000.0,,,,,,,,,,,,,,,,,,15437338.0,,,,,,,,15437338.0,,,,,,,,,,,130320676.0,,,,,,555000.0,,,,,22769000.0,,,,,,,,,,,,,,,,,,22769000.0,,,4755000.0,,,,30889000.0,,,30889000.0,,,36561676.0,,,,,,,,,36561676.0,,,2619000.0,,,,,,,,,32152000.0,,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23163015.0,23163015.0,,,,,,,1804338.0,,,,,704338.0,,,,,,,,20604339.0,,,,,,,,,,,,,,,,,,,,,,11300000.0,5304339.0,,5304339.0,,,4000000.0,,,,,,,,,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182971029.0,,,,,,182971029.0
Dotação Inicial,1,33,RJ,Rio de Janeiro,3894172946.0,301644021.0,,,,,,,,,,,,240716538.0,,,,,,,,240716538.0,240716538.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60927483.0,,60927483.0,,,,,,,,,,,,,,,,3592528925.0,,,,,,,,,,,269459038.0,,,,269459038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2718387685.0,,,,,5051428.0,74472.0,,,,,59528386.0,,,,,,,,,,,,,,,,,,59528386.0,,,7379.0,1108152937.0,1108152937.0,,25437997.0,,,25437997.0,61596182.0,,1437079300.0,,,,,,,,,1437079300.0,,12240000.0,6053889.0,2000000.0,,,2000000.0,1165715.0,,,,,,,,,604682202.0,,,,,,,,,,,,,,,,,,604682202.0,,,,,,,,,,,,279477574.0,279477574.0,,,,,,,,,,,,,,,,,,,,279477574.0,,,,,,,,,79561.0,,,,,79561.0,,,,,,,,150000000.0,129398013.0,,129398013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4173650520.0,,5051428.0,,,,4168599092.0
Dotação Inicial,1,24,RN,Rio Grande do Norte,279277777.0,250000.0,,,,,,,250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279027777.0,,,,,,,,,,,84706000.0,,,,4706000.0,,,,,,,,,,,80000000.0,80000000.0,,,,,,1100000.0,,,,,,,,1100000.0,,,,,250000.0,,,,,,192971777.0,,,,,,,,,,,13978000.0,,,,,,,,,,,,,,13978000.0,,13978000.0,,,,,,126756000.0,126756000.0,,,,,,,,52237777.0,,,,,,,,,52237777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12777000.0,12777000.0,,,,,,,3360000.0,,,,,780000.0,,1800000.0,,,,,,6837000.0,,,,,,,,,,,,,,,,,,,,,,2200000.0,4637000.0,,4637000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292054777.0,,,,,,292054777.0
Dotação Inicial,1,43,RS,Rio Grande do Sul,1713713097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1713713097.0,,,,,,,,,,,594514049.0,,,,2850000.0,,,,,,,,,,,591664049.0,591664049.0,,,,,,58917761.0,,,,,,,,,58917761.0,,,,,,,,,,1060281287.0,,,,,,4000.0,,,,,9816000.0,,,,,,,,,,,,,,,,,,9816000.0,,,350000.0,,,,430000.0,,,430000.0,59240000.0,,918736287.0,,,,,,,,,918736287.0,,,1445000.0,,,,,,,,,4603000.0,6607000.0,,,59050000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38711000.0,38711000.0,,,,,,,,25461000.0,,,,10000000.0,,,,,,,,3250000.0,,,,,,,,,,,,,,,,,,,,,,500000.0,2750000.0,,2750000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1752424097.0,1752424097.0,,,,,1752424097.0
Dotação Inicial,1,11,RO,Rondônia,179176655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179176655.0,,,,,,,,,,,854942.0,,,,,,,,,,,,,,,854942.0,854942.0,,,,,,,,,,,,,,,,,,,,,,,,,178321713.0,,,,,,,,,,,90426118.0,,,,,,,,,,,,,,,,,,90426118.0,,,,29291759.0,29291759.0,,,,,,,,58603836.0,,,,,,,,,58603836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179176655.0,,,,,,179176655.0
Dotação Inicial,1,14,RR,Roraima,206309321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206309321.0,,,,,,,,,,,3091040.0,,,,,,,,,,,,,,,3091040.0,3091040.0,,,,,,,,,,,,,,,,,,,,,,,,,203218281.0,,,,,,,,,,,60076388.0,,27490192.0,27490192.0,,900000.0,,,,,,,,2100000.0,28990192.0,2500000.0,26490192.0,,596004.0,,2190912.0,,89359004.0,89359004.0,,,,,,,,33936783.0,,,,,11629861.0,4250004.0,6616253.0,763604.0,22306922.0,,,,5346968.0,,,5346968.0,,,,,12308226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7242996.0,7242996.0,,,,,,,,,,,,,,,,,,,,7242996.0,,,,,,,,,,,,,,,,,,,,,,3200004.0,4042992.0,,4042992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213552317.0,,,,,,213552317.0
Dotação Inicial,1,42,SC,Santa Catarina,1042083476.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042083476.0,,,,,,,,,,,35030891.0,,,,20000000.0,,,,,,,,,,,15030891.0,14777176.0,253715.0,,,,,429725201.0,,,,,,,,429725201.0,,,,,,,,,,,577327384.0,,,,,,,,,,,82560600.0,,,,,,,,,,,,,,,,,,82560600.0,,,,,,,32000.0,,,32000.0,,,256934784.0,,,,,,,,,256934784.0,,,,,,,,,,,232000000.0,5800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330942013.0,330942013.0,,,,,,,,,,,,324282013.0,,,,,,,,6660000.0,,,,,,,,,,,,,,,,,,,,,,3260000.0,2800000.0,,2800000.0,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1373025489.0,,,,,,1373025489.0
Dotação Inicial,1,35,SP,São Paulo,15099256931.0,4545438580.0,,,,,,,,,,,,3979122670.0,6503274.0,530116.0,,,,,2463411.0,3592743961.0,3592447810.0,296151.0,,227563975.0,19018793.0,,,46661891.0,,,,,,43104580.0,,,3557311.0,,,,,,9915.0,9915.0,,,,,,,83627334.0,,566315910.0,,560973178.0,,,,5342732.0,,,,,,,,,,,,10553818351.0,,,,,,,,,,,449759422.0,62000000.0,62000000.0,,,,,,,,,,,,262000000.0,125759422.0,,,125759422.0,,,,2142035992.0,,,,,,,,,2142035992.0,,,93600000.0,,,,,,,7823940878.0,,,,,4469000.0,1262787.0,,,,,696593175.0,,,,,,,,,,,,,,,,,,696593175.0,,16967000.0,37581294.0,,,1120184.0,1086374.0,,,1086374.0,190440035.0,,6809591407.0,,103898258.0,,,,,,,6705693149.0,,,,,,,,61736391.0,,,2992687.0,,100544.0,,,,44482059.0,,37159861.0,,,,,37159861.0,,,,,,,4237147.0,,,,3085051.0,,,,,,,,,,,,388964853.0,388964853.0,,,,,,,16400000.0,,,,,35000000.0,,,,,,,,317564843.0,,,,,,,,,,,,,,,,,,,,,,10000000.0,307564843.0,,307564843.0,,,,,,20000010.0,,,20000010.0,,20000010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15488221784.0,,7033390.0,7033390.0,,,15481188394.0
Dotação Inicial,1,28,SE,Sergipe,670574135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670574135.0,,,,,,,,,,,32681002.0,,,,,,,,,,,,,,32681002.0,,,,,,,,4679500.0,,,,,,,,,,4679500.0,,,,,,,,,633213633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633213633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14912586.0,14912586.0,,,,,,,772917.0,,,,,659500.0,,,,,,,,13480169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13480169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685486721.0,,,,,,685486721.0
Dotação Inicial,1,17,TO,Tocantins,123327609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123327609.0,,,,,,,,,,,17363377.0,,,,15653377.0,,,,,,,,1710000.0,,,,,,,,,,200000.0,,,,,,,,200000.0,,,,,,,,,,,105764232.0,,,,,,120000.0,,,,,8429250.0,,,,,,,,,,,,,,,,,,8429250.0,,,4500000.0,,,,110000.0,,,110000.0,,,74557625.0,,,,,,,,,74557625.0,,,35000.0,,,,,,,,2602000.0,15350357.0,,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16156320.0,16156320.0,,,,,,,2967500.0,,,,,2000000.0,,,,,,,,11188820.0,,,,,,,,,,,,,,,,,,,,,,9128820.0,2060000.0,,2060000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139483929.0,,,,,,139483929.0
Dotação Atualizada,2,12,AC,Acre,143362000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143362000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139262000.0,,,,,,171000.0,,,,,4253000.0,,,,,,,,,,,,,,,,,,4253000.0,,1000.0,351000.0,,,,15000.0,,,15000.0,,,103814422.0,,,,,,,,,103814422.0,,,80000.0,1000.0,,,1000.0,,,,10000.0,200000.0,,,,30365578.0,4100000.0,,,,,,,,,4100000.0,,4100000.0,,,,,,,,,,,,,,,,,,,1002000.0,1002000.0,,,,,,,,,,,,,,,,,,,,1002000.0,,,,,,,,50000.0,,,,,,,,,,,,,,171000.0,781000.0,,781000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144364000.0,,,,,,144364000.0
