Categoria,Categoria_num,COD. ESTADO,ESTADO,UF,c1.0.00.00.00.00,c1.1.00.00.00.00,c1.1.10.00.00.00,c1.1.12.00.00.00,c1.1.12.01.00.00,c1.1.12.02.00.00,c1.1.12.04.00.00,c1.1.12.04.31.00,c1.1.12.04.34.00,c1.1.12.05.00.00,c1.1.12.07.00.00,c1.1.12.08.00.00,c1.1.13.00.00.00,c1.1.13.02.00.00,c1.1.13.02.01.00,c1.1.13.02.02.00,c1.1.13.05.00.00,c1.1.13.05.01.00,c1.1.13.05.02.00,c1.1.13.06.00.00,c1.1.20.00.00.00,c1.1.21.00.00.00,c1.1.21.17.00.00,c1.1.21.20.00.00,c1.1.21.50.00.00,c1.1.21.99.00.00,c1.1.22.00.00.00,c1.1.30.00.00.00,c1.2.00.00.00.00,c1.2.10.00.00.00,c1.2.10.07.00.00,c1.2.10.29.00.00,c1.2.10.29.01.00,c1.2.10.29.02.00,c1.2.10.29.03.00,c1.2.10.29.04.00,c1.2.10.29.05.00,c1.2.10.29.06.00,c1.2.10.29.07.00,c1.2.10.29.08.00,c1.2.10.29.09.00,c1.2.10.29.10.00,c1.2.10.29.11.00,c1.2.10.29.12.00,c1.2.10.29.13.00,c1.2.10.29.15.00,c1.2.10.29.16.00,c1.2.10.29.17.00,c1.2.10.29.18.00,c1.2.10.29.19.00,c1.2.10.29.99.00,c1.2.10.30.00.00,c1.2.10.31.00.00,c1.2.10.99.00.00,c1.3.00.00.00.00,c1.3.10.00.00.00,c1.3.20.00.00.00,c1.3.21.00.00.00,c1.3.25.00.00.00,c1.3.25.01.00.00,c1.3.25.01.01.00,c1.3.25.01.01.01,c1.3.25.01.01.02,c1.3.25.01.01.99,c1.3.25.01.02.00,c1.3.25.01.03.00,c1.3.25.01.06.00,c1.3.25.01.11.00,c1.3.25.01.12.00,c1.3.25.01.99.00,c1.3.25.02.00.00,c1.3.29.00.00.00,c1.3.40.00.00.00,c1.3.90.00.00.00,c1.4.00.00.00.00,c1.5.00.00.00.00,c1.6.00.00.00.00,c1.6.00.05.00.00,c1.6.00.05.01.00,c1.6.00.05.02.00,c1.6.00.05.03.00,c1.6.00.05.05.00,c1.6.00.05.09.00,c1.6.00.05.09.02,c1.6.00.05.09.03,c1.6.00.05.09.04,c1.6.00.05.09.05,c1.6.00.05.09.99,c1.6.00.05.10.00,c1.6.00.05.99.00,c1.6.00.99.00.00,c1.7.00.00.00.00,c1.7.20.00.00.00,c1.7.21.00.00.00,c1.7.21.01.00.00,c1.7.21.01.01.00,c1.7.21.01.02.00,c1.7.21.01.03.00,c1.7.21.01.04.00,c1.7.21.01.05.00,c1.7.21.01.12.00,c1.7.21.01.13.00,c1.7.21.01.32.00,c1.7.21.22.00.00,c1.7.21.22.11.00,c1.7.21.22.20.00,c1.7.21.22.30.00,c1.7.21.22.40.00,c1.7.21.22.50.00,c1.7.21.22.70.00,c1.7.21.22.90.00,c1.7.21.33.00.00,c1.7.21.33.11.00,c1.7.21.33.12.00,c1.7.21.33.13.00,c1.7.21.33.14.00,c1.7.21.33.15.00,c1.7.21.33.99.00,c1.7.21.34.00.00,c1.7.21.35.00.00,c1.7.21.35.01.00,c1.7.21.35.02.00,c1.7.21.35.03.00,c1.7.21.35.04.00,c1.7.21.35.99.00,c1.7.21.36.00.00,c1.7.21.37.00.00,c1.7.21.38.00.00,c1.7.21.39.00.00,c1.7.21.40.00.00,c1.7.21.41.00.00,c1.7.21.99.00.00,c1.7.22.00.00.00,c1.7.22.01.00.00,c1.7.22.01.01.00,c1.7.22.01.02.00,c1.7.22.01.04.00,c1.7.22.01.13.00,c1.7.22.01.33.00,c1.7.22.01.99.00,c1.7.22.22.00.00,c1.7.22.22.11.00,c1.7.22.22.20.00,c1.7.22.22.30.00,c1.7.22.22.90.00,c1.7.22.33.00.00,c1.7.22.35.00.00,c1.7.22.36.00.00,c1.7.22.37.00.00,c1.7.22.99.00.00,c1.7.23.00.00.00,c1.7.23.01.00.00,c1.7.23.02.00.00,c1.7.23.03.00.00,c1.7.23.04.00.00,c1.7.23.06.00.00,c1.7.23.07.00.00,c1.7.23.08.00.00,c1.7.23.37.00.00,c1.7.23.99.00.00,c1.7.24.00.00.00,c1.7.24.01.00.00,c1.7.24.02.00.00,c1.7.24.99.00.00,c1.7.30.00.00.00,c1.7.30.03.00.00,c1.7.30.10.00.00,c1.7.30.99.00.00,c1.7.40.00.00.00,c1.7.40.03.00.00,c1.7.40.10.00.00,c1.7.40.20.00.00,c1.7.40.99.00.00,c1.7.50.00.00.00,c1.7.50.03.00.00,c1.7.50.10.00.00,c1.7.50.99.00.00,c1.7.60.00.00.00,c1.7.61.00.00.00,c1.7.61.01.00.00,c1.7.61.02.00.00,c1.7.61.05.00.00,c1.7.61.05.10.00,c1.7.61.05.99.00,c1.7.61.99.00.00,c1.7.62.00.00.00,c1.7.62.01.00.00,c1.7.62.02.00.00,c1.7.62.99.00.00,c1.7.63.00.00.00,c1.7.63.01.00.00,c1.7.63.02.00.00,c1.7.63.99.00.00,c1.7.64.00.00.00,c1.7.65.00.00.00,c1.7.90.00.00.00,c1.9.00.00.00.00,c1.9.10.00.00.00,c1.9.11.00.00.00,c1.9.11.08.00.00,c1.9.11.20.00.00,c1.9.11.35.00.00,c1.9.11.36.00.00,c1.9.11.38.00.00,c1.9.11.39.00.00,c1.9.11.40.00.00,c1.9.11.41.00.00,c1.9.11.42.00.00,c1.9.11.44.00.00,c1.9.11.99.00.00,c1.9.12.00.00.00,c1.9.12.29.00.00,c1.9.12.30.00.00,c1.9.12.99.00.00,c1.9.13.00.00.00,c1.9.13.08.00.00,c1.9.13.11.00.00,c1.9.13.12.00.00,c1.9.13.13.00.00,c1.9.13.14.00.00,c1.9.13.15.00.00,c1.9.13.20.00.00,c1.9.13.25.00.00,c1.9.13.35.00.00,c1.9.13.99.00.00,c1.9.14.00.00.00,c1.9.14.04.00.00,c1.9.14.99.00.00,c1.9.15.00.00.00,c1.9.18.00.00.00,c1.9.19.00.00.00,c1.9.20.00.00.00,c1.9.21.00.00.00,c1.9.22.00.00.00,c1.9.22.00.00.20,c1.9.22.00.00.99,c1.9.30.00.00.00,c1.9.31.00.00.00,c1.9.31.04.00.00,c1.9.31.11.00.00,c1.9.31.12.00.00,c1.9.31.13.00.00,c1.9.31.14.00.00,c1.9.31.15.00.00,c1.9.31.20.00.00,c1.9.31.21.00.00,c1.9.31.35.00.00,c1.9.31.36.00.00,c1.9.31.99.00.00,c1.9.32.00.00.00,c1.9.32.01.00.00,c1.9.32.40.00.00,c1.9.32.99.00.00,c1.9.40.00.00.00,c1.9.50.00.00.00,c1.9.90.00.00.00,c2.0.00.00.00.00,c2.1.00.00.00.00,c2.1.10.00.00.00,c2.1.14.00.00.00,c2.1.14.01.00.00,c2.1.14.02.00.00,c2.1.14.03.00.00,c2.1.14.99.00.00,c2.1.19.00.00.00,c2.1.20.00.00.00,c2.1.23.00.00.00,c2.1.23.01.00.00,c2.1.23.02.00.00,c2.1.23.03.00.00,c2.1.23.99.00.00,c2.1.29.00.00.00,c2.2.00.00.00.00,c2.3.00.00.00.00,c2.4.00.00.00.00,c2.4.20.00.00.00,c2.4.21.00.00.00,c2.4.21.01.00.00,c2.4.21.01.01.00,c2.4.21.01.01.01,c2.4.21.01.01.02,c2.4.21.01.01.03,c2.4.21.01.01.04,c2.4.21.01.01.05,c2.4.21.01.99.00,c2.4.21.02.00.00,c2.4.21.03.00.00,c2.4.21.37.00.00,c2.4.21.38.00.00,c2.4.21.99.00.00,c2.4.22.00.00.00,c2.4.22.01.00.00,c2.4.22.02.00.00,c2.4.22.03.00.00,c2.4.22.37.00.00,c2.4.22.99.00.00,c2.4.23.00.00.00,c2.4.23.01.00.00,c2.4.23.02.00.00,c2.4.23.03.00.00,c2.4.23.37.00.00,c2.4.23.99.00.00,c2.4.30.00.00.00,c2.4.30.01.00.00,c2.4.30.02.00.00,c2.4.30.03.00.00,c2.4.30.99.00.00,c2.4.40.00.00.00,c2.4.40.01.00.00,c2.4.40.02.00.00,c2.4.40.03.00.00,c2.4.40.99.00.00,c2.4.50.00.00.00,c2.4.50.01.00.00,c2.4.50.02.00.00,c2.4.50.03.00.00,c2.4.50.99.00.00,c2.4.60.00.00.00,c2.4.70.00.00.00,c2.4.71.00.00.00,c2.4.71.01.00.00,c2.4.71.02.00.00,c2.4.71.03.00.00,c2.4.71.03.10.00,c2.4.71.03.99.00,c2.4.71.99.00.00,c2.4.72.00.00.00,c2.4.72.01.00.00,c2.4.72.02.00.00,c2.4.72.03.00.00,c2.4.72.99.00.00,c2.4.73.00.00.00,c2.4.73.01.00.00,c2.4.73.02.00.00,c2.4.73.03.00.00,c2.4.73.99.00.00,c2.4.74.00.00.00,c2.4.75.00.00.00,c2.5.00.00.00.00,c7.0.00.00.00.00,c7.1.00.00.00.00,c7.1.10.00.00.00,c7.1.12.00.00.00,c7.1.12.01.00.00,c7.1.12.04.00.00,c7.1.12.05.00.00,c7.1.13.00.00.00,c7.1.13.02.00.00,c7.1.13.06.00.00,c7.1.20.00.00.00,c7.1.21.00.00.00,c7.1.21.17.00.00,c7.1.21.20.00.00,c7.1.21.22.00.00,c7.1.21.29.00.00,c7.2.00.00.00.00,c7.2.10.29.00.00,c7.2.10.29.01.00,c7.2.10.29.02.00,c7.2.10.29.03.00,c7.2.10.29.04.00,c7.2.10.29.05.00,c7.2.10.29.06.00,c7.2.10.29.07.00,c7.2.10.29.08.00,c7.2.10.29.09.00,c7.2.10.29.10.00,c7.2.10.29.11.00,c7.2.10.29.12.00,c7.2.10.29.13.00,c7.2.10.29.15.00,c7.2.10.29.16.00,c7.2.10.29.17.00,c7.2.10.29.18.00,c7.2.10.29.19.00,c7.2.10.29.99.00,c7.2.10.30.00.00,c7.2.10.99.00.00,c7.3.00.00.00.00,c7.5.00.00.00.00,c7.6.00.00.00.00,c7.6.00.05.00.00,c7.6.00.05.01.00,c7.6.00.99.00.00,c7.9.00.00.00.00,c7.9.10.00.00.00,c7.9.20.00.00.00,c7.9.30.00.00.00,c7.9.31.00.00.00,c7.9.31.99.00.00,c7.9.90.00.00.00,c8.0.00.00.00.00,cACRO000001
Previsão Inicial das Receitas Brutas (a),1,12,Acre,AC,6663518742.35,1819557607.16,1796488190.1,437988190.1,,,354588190.1,354588190.1,,78400000.0,5000000.0,,1358500000.0,1358500000.0,1358500000.0,,,,,,23069417.06,3531690.0,,,,3531690.0,19537727.06,,268364902.7,268364902.7,,268364902.7,7000.0,,,,,,194116519.11,37101508.99,15187543.42,14862898.64,6448861.53,640571.01,,,,,,,,,,,25988012.59,741000.0,25046012.59,,25046012.59,2602000.0,1000.0,,,1000.0,,1600000.0,,,,1001000.0,22444012.59,,,201000.0,349000.0,200000.0,107420672.82,1000.0,,,,,,,,,,,,1000.0,107419672.82,4366639301.87,3577513606.52,3577513606.52,3288751076.86,3283390423.86,,,,,706540.0,4654113.0,,15925727.05,,1000.0,,,15924727.05,,,240779679.0,1216400.0,234894168.0,4117214.0,459897.0,91000.0,1000.0,,32050123.61,12050123.61,,,,20000000.0,1000.0,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65773220.15,30570906.22,1840000.0,,3295330.0,,3295330.0,25435576.22,1000000.0,,,1000000.0,507861.03,,,507861.03,33694452.9,,723352475.2,74999245.21,31145565.16,5700000.0,,,,,,,,,5700000.0,,,,,,,10700000.0,,,,,,10700000.0,,,,,,,,,,14745565.16,119824.6,,119824.6,20000.0,99824.6,,,,,,,,,,,,,,,,,,,33843373.83,9890481.62,587404012.59,366503282.0,53796514.0,26296514.0,,7500000.0,18796514.0,,27500000.0,312706768.0,96000000.0,20000000.0,35000000.0,41000000.0,,216706768.0,,,220900730.59,29985000.0,29985000.0,29985000.0,19411000.0,1000.0,19407000.0,1000.0,1000.0,1000.0,10574000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190915730.59,190915730.59,,25730000.0,27680000.0,,27680000.0,137505730.59,,,,,,,,,,,,,,265396390.51,,,,,,,,,,,,,,,,199944660.94,199944660.94,162843151.95,37101508.99,,,,,,,,,,,,,,,,,,,,,,14049286.47,,,14049286.47,51402443.1,,75800.73,,,,51326642.37,,7516319145.45
Previsão Inicial das Receitas Brutas (a),1,27,Alagoas,AL,11951656349.0,5614571541.0,5543135972.0,856690957.0,,,502453812.0,502453812.0,,341386139.0,12851006.0,,4686445015.0,4686445015.0,4374045031.0,312399984.0,,,,,71435569.0,28744938.0,338126.0,,,28406812.0,42690631.0,,308569395.0,308569395.0,,308569395.0,,,,,,,177155386.0,62977555.0,41016011.0,15520936.0,321172.0,,,,,,,,11578335.0,,,,182610209.0,7466520.0,134099010.0,,130000342.0,,,,,,,,,,,,130000342.0,4098668.0,852571.0,40192108.0,,,195317803.0,25113792.0,,,,,,,,,,,,25113792.0,170204011.0,5491515926.0,5392978782.0,4633600509.0,4249621784.0,4228724644.0,,,,,2206308.0,18690832.0,,20902727.0,,,,,,20902727.0,,308278044.0,1815805.0,291938577.0,10285636.0,4028026.0,210000.0,,,17889992.0,17889992.0,,,,,12000000.0,,,,,,24907962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759378273.0,592158369.0,167219904.0,,2161296.0,,,2161296.0,,,,,,,,,,96375848.0,93262797.0,,40168694.0,,,,53094103.0,,,,,2000000.0,,,2000000.0,1113051.0,,,159071475.0,82742929.0,54282075.0,,679037.0,,,,,,13764870.0,39838168.0,,,,,,,11709604.0,,,,,9642.0,11524765.0,175197.0,,,,,,,,,16751250.0,2261526.0,110020.0,2151506.0,,2151506.0,13753796.0,12588887.0,,,,,52587.0,12113344.0,422956.0,,,,,1164909.0,,,1164909.0,,45000000.0,15313224.0,575521486.0,400000000.0,200000000.0,,,,,,200000000.0,200000000.0,,,,,,200000000.0,320628.0,839303.0,174361555.0,11456785.0,11456785.0,11456785.0,11456785.0,,8130000.0,1820864.0,,1505921.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162904770.0,162904770.0,,,,,,162904770.0,,,,,,,,,,,,,,407684857.0,,,,,,,,,,,,,,,,381557164.0,381557164.0,264367171.0,117133718.0,56275.0,,,,,,,,,,,,,,,,,,,,,26127693.0,1294098.0,1294098.0,24833595.0,,,,,,,,,12934862692.0
Previsão Inicial das Receitas Brutas (a),1,16,Amapá,AP,5088892520.0,1308708811.0,1308708811.0,376576504.0,,,304314482.0,304314482.0,,71205501.0,1056521.0,,932132307.0,932132307.0,932132307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699000.0,,699000.0,,699000.0,699000.0,,,,,,619000.0,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,3761660959.0,3749584959.0,3749584959.0,3528115947.0,3518820906.0,,,,,9295041.0,,,11273011.0,,,,,,11273011.0,,204251301.0,685685.0,150543502.0,4914582.0,428062.0,275200.0,47404270.0,,,,,,,,5944700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12076000.0,12076000.0,7376000.0,,,,,4700000.0,,,,,,,,,,,,17823750.0,17247375.0,16260629.0,,,,,,,,7265907.0,8994722.0,,,,,,,986746.0,,,,,,986746.0,,,,,,,,,,,,,,,,576375.0,576375.0,,,,,,576375.0,,,,,,,,,,,,,9464000.0,,,,,,,,,,,,,,,,,,9464000.0,9464000.0,9464000.0,9464000.0,7064000.0,,3064000.0,2000000.0,2000000.0,,2400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5098356520.0
Previsão Inicial das Receitas Brutas (a),1,13,Amazonas,AM,17123266000.0,9466762000.0,9402915000.0,1170665000.0,,,819559000.0,786682000.0,32877000.0,340866000.0,10240000.0,,8232250000.0,8232250000.0,8232250000.0,,,,,,63847000.0,454000.0,280000.0,,,174000.0,63393000.0,,1989498000.0,1989498000.0,,455991000.0,312235000.0,44821000.0,70600000.0,10895000.0,15755000.0,1685000.0,,,,,,,,,,,,,,,,1533507000.0,182254000.0,1345000.0,159909000.0,147678000.0,,,,,,,,,,,,,,12231000.0,,21000000.0,,3000000.0,166522000.0,2015000.0,,,,,,,,,,,,2015000.0,164507000.0,5079707000.0,5070237000.0,3209027000.0,2361459000.0,2320800000.0,,,,,29359000.0,11300000.0,,277202000.0,881000.0,2826000.0,125292000.0,89538000.0,44590000.0,14075000.0,,420866000.0,159000.0,400000000.0,14753000.0,4954000.0,,1000000.0,2000000.0,142000000.0,66000000.0,,50000000.0,4000000.0,22000000.0,,,,,,,5500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1861210000.0,1324448000.0,536762000.0,,5000.0,,,5000.0,,,,,,5000.0,,,5000.0,9460000.0,9460000.0,40000.0,3500000.0,,,,5920000.0,,,,,,,,,,,,235523000.0,73402000.0,34886000.0,,,,,,,,11970000.0,22916000.0,,,,,,,8114000.0,,,,,2160000.0,5950000.0,4000.0,,,,,,,,,30402000.0,46457000.0,50000.0,46407000.0,46407000.0,,28057000.0,28057000.0,,,,,4950000.0,23103000.0,4000.0,,,,,,,,,,,87607000.0,826601000.0,566272000.0,132101000.0,,,,,,132101000.0,434171000.0,309171000.0,121160000.0,,188011000.0,,125000000.0,4266000.0,,208566000.0,109987000.0,109987000.0,19987000.0,19187000.0,18987000.0,200000.0,,,,800000.0,75000000.0,,,,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98579000.0,98579000.0,1829000.0,800000.0,,,,95950000.0,,,,,,,,,,,,,47497000.0,794798000.0,39700000.0,,,,,,,,,39700000.0,39700000.0,,,39700000.0,,737798000.0,737798000.0,477190000.0,131600000.0,72570000.0,21630000.0,31404000.0,3404000.0,,,,,,,,,,,,,,,,2300000.0,15000000.0,,,,,,,,,,,,,18744665000.0
Previsão Inicial das Receitas Brutas (a),1,29,Bahia,BA,48497957561.0,28872457777.0,27984427000.0,3622797000.0,,,2228277000.0,2169277000.0,59000000.0,1263520000.0,131000000.0,,24361630000.0,24361630000.0,23498160000.0,863470000.0,,,,,888030777.0,772074000.0,2490000.0,,,769584000.0,115956777.0,,2857433000.0,2857433000.0,,1636155000.0,1069106000.0,321613000.0,157003000.0,59558000.0,25934000.0,2941000.0,,,,,,,,,,,,,,,,1221278000.0,330242259.0,57340509.0,241262000.0,,200186000.0,40186000.0,,,,,,4489000.0,,,,35697000.0,160000000.0,41076000.0,5140000.0,26499750.0,1079744.0,384000.0,245134041.0,574000.0,,,,,,,,,,,,574000.0,244560041.0,15166235654.0,15122153654.0,11836466654.0,9577612000.0,9231550000.0,,,,,255840000.0,90222000.0,,252386500.0,231929.0,6811857.0,203826619.0,,7220020.0,34296075.0,,1653422000.0,4297000.0,1571604000.0,46846000.0,30160000.0,515000.0,,1577000.0,186865000.0,118820000.0,5000.0,65000000.0,,3040000.0,53241154.0,,,,,,111363000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3285687000.0,2575072000.0,710615000.0,,8163000.0,,,8163000.0,,,,,,,,,,35919000.0,35919000.0,,1702000.0,,,,34217000.0,,,,,,,,,,,,1024991086.0,332456330.0,196441125.0,,3306000.0,,,,,,37100000.0,153922000.0,,2113125.0,50000.0,50000.0,,,48950000.0,,,,,8480000.0,40470000.0,,,,,,,,,,87015205.0,121637761.0,1573761.0,120064000.0,5932000.0,114132000.0,80900000.0,80900000.0,,,,,8480000.0,72420000.0,,,,,,,,,,,324000000.0,165996995.0,1997517000.0,1041938000.0,460363000.0,460363000.0,,,73709000.0,386654000.0,,581575000.0,200000000.0,,200000000.0,,,381575000.0,13057000.0,172769000.0,769753000.0,500000.0,500000.0,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769253000.0,769253000.0,3344000.0,,76640000.0,76640000.0,,689269000.0,,,,,,,,,,,,,,2885484000.0,,,,,,,,,,,,,,,,2849187000.0,2849187000.0,1985434000.0,643213000.0,,,,,,,,,,,,,,,,,220540000.0,,,,,35370000.0,27500000.0,27500000.0,7870000.0,927000.0,,,,,,927000.0,,53380958561.0
Previsão Inicial das Receitas Brutas (a),1,23,Ceará,CE,29764979367.0,17110076689.0,16423677038.0,2499933849.0,,,1300622500.0,1209578925.0,91043575.0,1059409347.0,139902002.0,,13923743189.0,13923743189.0,13301784690.0,621958499.0,,,,,686399651.0,70717382.0,1228500.0,,,69488882.0,615682269.0,,846161017.0,846161017.0,,838990143.0,,,,,,,587620813.0,144518563.0,63481885.0,14664650.0,25530805.0,3173427.0,,,,,,,,,,7170874.0,400469135.0,20287261.0,369158081.0,156940623.0,169523427.0,33748945.0,,,,,,33748945.0,,,,,135774482.0,42694031.0,,11023793.0,,,234507393.0,120660000.0,,,,120660000.0,,,,,,,,,113847393.0,10256989912.0,10128910530.0,8493373183.0,7495020773.0,7372021046.0,,,,,66921674.0,56078053.0,,41429264.0,,1874609.0,9837833.0,6336417.0,,23380405.0,,779991603.0,1190000.0,746408728.0,3115000.0,291581.0,,28986294.0,5923767.0,143032541.0,55338541.0,,49454000.0,2000000.0,36240000.0,,,,,,,27975235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1635537347.0,1263821399.0,371715948.0,,29620260.0,,,29620260.0,,,,,,,,,,98459122.0,84227923.0,2646925.0,16818399.0,10052800.0,,10052800.0,54709799.0,,,,,11974920.0,5000.0,11969920.0,,2256279.0,,,916775221.0,291540348.0,119850347.0,,3887631.0,,,,,,30005424.0,85957292.0,,,,,,,22078172.0,,,,,4032806.0,17123952.0,921414.0,,,,,,,,,149611829.0,120730839.0,14654292.0,106076547.0,,106076547.0,79370766.0,79370766.0,,,,,38877983.0,37875047.0,2617736.0,,,,,,,,,,215993885.0,209139383.0,2257062712.0,1543113198.0,859944668.0,560315682.0,100000.0,,2900000.0,557315682.0,299628986.0,683168530.0,173373412.0,,133810412.0,39563000.0,,509795118.0,,,713949514.0,21888296.0,21888296.0,9813008.0,9813008.0,9813008.0,,,,,,,,,,12075288.0,,,,,,,,,,,,,250000.0,,,,250000.0,,,,,,,,,,,,691811218.0,683823923.0,2349388.0,115630000.0,,,,565844535.0,,,,,,3300000.0,,,,3300000.0,4687295.0,,,1514183139.0,22005959.0,,,,,,,,,22005959.0,22005959.0,,,18997491.0,3008468.0,1420584116.0,1420584116.0,1097854430.0,322729686.0,,,,,,,,,,,,,,,,,,,,400000.0,,56551658.0,,,56551658.0,14641406.0,,,,,,14641406.0,,33536225218.0
Previsão Inicial das Receitas Brutas (a),1,53,Distrito Federal,DF,23061958230.0,16879555005.0,16505366373.0,5886857850.0,,942604906.0,3409155916.0,3409155916.0,,1034773284.0,131333164.0,368990580.0,10618508523.0,8582698829.0,8518821218.0,63877611.0,2035809694.0,2035809694.0,,,374188632.0,193659895.0,,,,193659895.0,180528737.0,,1536889450.0,1536889450.0,,1179217474.0,,,,,,,865791637.0,,280259013.0,,33166824.0,,,,,,,,,,,357671976.0,576383809.0,51093099.0,524237573.0,479578769.0,,,,,,,,,,,,,,44658804.0,1053137.0,,26400.0,4257675.0,464648787.0,,,,,,,,,,,,,,464648787.0,2284433473.0,2192928144.0,2192928144.0,915585656.0,689589861.0,195656930.0,,,1550919.0,6974377.0,21813569.0,,1837059.0,614652.0,1222407.0,,,,,,740272413.0,,,,,,740272413.0,14924196.0,483837598.0,438174863.0,,42828821.0,2833914.0,,,,36471222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6328454.0,,,6328454.0,,,,,,3413597.0,,,3413597.0,81763278.0,69916075.0,,30049548.0,,,,39866527.0,519551.0,,,519551.0,,,,,11327652.0,,,1315763631.0,509605673.0,118208612.0,,11812876.0,,,11309069.0,583844.0,14509584.0,46027274.0,30652724.0,236556.0,3076685.0,,,,,65901982.0,,23196483.0,114492.0,7454617.0,14570118.0,13155799.0,827989.0,,,6582484.0,20446.0,,20446.0,35967454.0,1805258.0,287701921.0,44056470.0,7458393.0,36598077.0,,36598077.0,381283079.0,380678381.0,,127370654.0,412297.0,41684801.0,78588152.0,106510215.0,5746031.0,,,,20366231.0,604698.0,,,604698.0,,240000000.0,140818409.0,1003566785.0,512702000.0,463905000.0,117028000.0,,,16230000.0,100798000.0,346877000.0,48797000.0,5000000.0,,,,5000000.0,43797000.0,88975866.0,19569605.0,362319314.0,30373160.0,30373160.0,1689667.0,,,,,,,1689667.0,,,,28683493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331946154.0,80658355.0,,,9067814.0,,9067814.0,71590541.0,251287799.0,,,,251287799.0,,,,,,,,20000000.0,1941861690.0,,,,,,,,,,,,,,,,1879396452.0,1879396452.0,1879396452.0,,,,,,,,,,,,,,,,,,,,,,,47465238.0,,,47465238.0,15000000.0,,,,,,15000000.0,,26007386705.0
Previsão Inicial das Receitas Brutas (a),1,32,Espírito Santo,ES,20454251962.0,13067417837.0,12177216514.0,1356661132.0,,,737512320.0,711451237.0,26061083.0,545115162.0,74033650.0,,10820555382.0,10820555382.0,10766815334.0,53740048.0,,,,,890201323.0,108407240.0,1319347.0,,,107087893.0,781794083.0,,359721457.0,359721457.0,,357150028.0,1806437.0,,,,,,217093488.0,65435725.0,43458966.0,14776461.0,12708122.0,1870829.0,,,,,,,,,,2571429.0,548329045.0,667492.0,458467410.0,,458467410.0,458467410.0,,,,,4834790.0,6726571.0,8661669.0,5019200.0,,433225180.0,,,,89194143.0,5500000.0,57120101.0,15252521.0,,,,,,,,,,,,,,15252521.0,5848139447.0,5788770052.0,4734897085.0,1751355789.0,1517900019.0,,,,,209455770.0,24000000.0,,2267870336.0,1242509.0,3834001.0,387844528.0,313501816.0,1555344304.0,6103178.0,,603420890.0,5803.0,574352867.0,11062220.0,16800000.0,,1200000.0,1379070.0,104817000.0,75600000.0,50000.0,17280000.0,285000.0,11602000.0,,,800000.0,,,,5254000.0,,,,,,,,,,,,,,,,,,,3698670.0,3698670.0,,,,,,,,,1050174297.0,,1050174297.0,,5084353.0,,,5084353.0,,,,,,,,,,54285042.0,42639042.0,,150000.0,,,,42489042.0,,,,,45000.0,,,45000.0,11601000.0,,,552771554.0,229411883.0,105509274.0,,1376025.0,,,,,,23767751.0,80365498.0,,,40000.0,40000.0,,,42684766.0,,,,,,42684766.0,,,,,,,,,10000.0,81167843.0,103690527.0,588232.0,103102295.0,,103102295.0,120216861.0,120216861.0,,,,,,120216861.0,,,,,,,,,,,,99452283.0,1223893853.0,573479995.0,376331438.0,376331438.0,,,30600000.0,345731438.0,,197148557.0,197148557.0,,,,197148557.0,,4809000.0,,597452281.0,271439115.0,271439115.0,23105115.0,23105115.0,,23105115.0,,,,,8334000.0,,,,240000000.0,,,,,,,,,,,,,3000000.0,,,,3000000.0,,,,,,,,,,,,323013166.0,319902550.0,,110000.0,,,,319792550.0,,,,,,3110616.0,,,,3110616.0,,,48152577.0,3349733894.0,,,,,,,,,,,,,,,,3329032616.0,3329032616.0,406631170.0,114209927.0,,,,,,,,,,,2808191519.0,,,,,,,,,,6843741.0,13670886.0,,,13670886.0,186651.0,20000.0,166651.0,,,,,,25027879709.0
